290,SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,"41,632","40,823",1.98%
291,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,"40,316","37,954",6.22%
292,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,"40,188","34,462",16.62%
293,NM,WY,COD,Cody,Yellowstone Regional,P,N,"39,578","40,340",-1.89%
294,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,"38,768","40,165",-3.48%
295,WP,HI,LNY,Lanai City,Lanai,P,N,"37,993","43,275",-12.21%
296,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,"37,920","34,226",10.79%
297,GL,OH,YNG,Youngstown,Youngstown-Warren Regional,P,N,"36,455","53,633",-32.03%
298,SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,"36,433","36,054",1.05%
300,CE,MO,JLN,Joplin,Joplin Regional,P,N,"35,498","27,930",27.10%
302,WP,MP,TNI,Tinian (Municipality),Tinian International,P,N,"34,910","38,452",-9.21%
303,AL,AK,AKN,King Salmon,King Salmon,P,N,"34,740","36,717",-5.38%
304,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,"34,101","33,565",1.60%
305,EA,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,"33,423","68,415",-51.15%
307,GL,SD,PIR,Pierre,Pierre Regional,P,N,"32,820","8,246",298.01%
308,SO,PR,RVR,Ceiba,Jose Aponte De La Torre,P,N,"32,299","43,005",-24.89%
309,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,"32,250","34,979",-7.80%
310,GL,OH,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,P,N,"30,666","25,706",19.30%
311,AL,AK,DUT,Unalaska,Unalaska,P,N,"30,080","31,055",-3.14%
312,NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,"29,271","28,383",3.13%
313,GL,MN,BJI,Bemidji,Bemidji Regional,P,N,"29,038","25,510",13.83%
314,AL,AK,DLG,Dillingham,Dillingham,P,N,"28,862","33,616",-14.14%
315,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,"28,662","27,911",2.69%
316,NM,MT,BTM,Butte,Bert Mooney,P,N,"27,701","25,890",6.99%
317,GL,SD,ABR,Aberdeen,Aberdeen Regional,P,N,"27,635","26,529",4.17%
318,SW,OK,SWO,Stillwater,Stillwater Regional,P,N,"27,370","10,362",164.14%
319,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,"27,358","27,069",1.07%
321,CE,KS,GCK,Garden City,Garden City Regional,P,N,"26,687","26,825",-0.51%
322,SO,PR,CPX,Culebra,Benjamin Rivera Noriega,P,N,"26,556","31,141",-14.72%
323,SO,SC,HXD,Hilton Head Island,Hilton Head,P,N,"26,220","30,956",-15.30%
324,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,P,N,"25,576","27,274",-6.23%
325,EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,"25,105","26,025",-3.54%
326,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,"24,843","25,439",-2.34%
327,WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,"24,525","40,120",-38.87%
328,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,"23,961","25,497",-6.02%
329,SO,MS,MEI,Meridian,Key Field,P,N,"23,923","26,359",-9.24%
330,SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,"23,767","26,518",-10.37%
332,GL,WI,RHI,Rhinelander,Rhinelander-Oneida County,P,N,"23,014","20,414",12.74%
333,EA,NY,OGS,Ogdensburg,Ogdensburg International,P,N,"22,957","10,281",123.30%
334,AL,AK,PSG,Petersburg,Petersburg James A Johnson,P,N,"22,915","21,896",4.65%
335,GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,"22,822","21,304",7.13%
336,EA,NY,ART,Watertown,Watertown International,P,N,"22,785","17,312",31.61%
337,GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,"22,261","20,974",6.14%
339,GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,"21,376","18,328",16.63%
340,WP,CA,MMH,Mammoth Lakes,Mammoth Yosemite,P,N,"21,348","21,826",-2.19%
341,WP,AZ,PGA,Page,Page Municipal,P,N,"21,341","17,435",22.40%
343,WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,"21,214","19,178",10.62%
344,GL,MN,STC,St. Cloud,St. Cloud Regional,P,N,"20,918","15,615",33.96%
345,SO,KY,PAH,Paducah,Barkley Regional,P,N,"20,910","20,266",3.18%
346,NM,UT,OGD,Ogden,Ogden-Hinckley,P,N,"20,315","15,609",30.15%
347,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,"19,863","31,027",-35.98%
348,SO,KY,OWB,Owensboro,Owensboro-Daviess County Regional,P,N,"19,576","23,537",-16.83%
349,WP,CA,VCV,Victorville,Southern California Logistics,P,N,"19,337","17,538",10.26%
350,SW,TX,GGG,Longview,East Texas Regional,P,N,"19,255","22,480",-14.35%
351,GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,"18,963","16,822",12.73%
352,SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,"18,361","24,054",-23.67%
353,EA,PA,IPT,Williamsport,Williamsport Regional,P,N,"18,321","19,320",-5.17%
354,AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,"18,280","18,649",-1.98%
356,NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,"18,109","16,110",12.41%
357,GL,MI,IMT,Iron Mountain,Ford,P,N,"17,707","12,604",40.49%
358,NM,WA,BFI,Seattle,Boeing Field/King County International,P,N,"17,214","17,795",-3.26%
359,WP,NV,EKO,Elko,Elko Regional,P,N,"17,115","14,893",14.92%
360,NE,RI,WST,Westerly,Westerly State,P,N,"17,021","17,218",-1.14%
361,GL,MI,MKG,Muskegon,Muskegon County,P,N,"17,007","18,165",-6.37%
362,GL,MI,ESC,Escanaba,Delta County,P,N,"16,781","16,822",-0.24%
363,SW,NM,HOB,Hobbs,Lea County Regional,P,N,"16,214","14,707",10.25%
364,AL,AK,UNK,Unalakleet,Unalakleet,P,N,"16,111","16,948",-4.94%
365,NE,ME,RKD,Rockland,Knox County Regional,P,N,"16,092","16,206",-0.70%
366,NM,WY,LAR,Laramie,Laramie Regional,P,N,"16,072","15,957",0.72%
367,NM,UT,CDC,Cedar City,Cedar City Regional,P,N,"15,588","14,413",8.15%
368,NE,RI,BID,Block Island,Block Island State,P,N,"15,497","17,225",-10.03%
369,GL,MN,HIB,Hibbing,Range Regional,P,N,"15,377","12,654",21.52%
370,GL,MN,INL,International Falls,Falls International-Einarson Field,P,N,"15,278","13,831",10.46%
372,WP,CA,CCR,Concord,Buchanan Field,P,N,"14,508",67,21553.73%
374,CE,KS,SLN,Salina,Salina Regional,P,N,"13,797","3,967",247.79%
375,AL,AK,WRG,Wrangell,Wrangell,P,N,"13,160","12,569",4.70%
376,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,"12,967","14,719",-11.90%
378,NE,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,"12,735","12,526",1.67%
379,AL,AK,ANI,Aniak,Aniak,P,N,"12,732","13,688",-6.98%
380,GL,OH,BKL,Cleveland,Burke Lakefront,P,N,"11,989","9,917",20.89%
381,SO,MS,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,"11,724","12,367",-5.20%
382,AL,AK,KSM,St. Mary's (ANV/ANVSA),St Mary's,P,N,"11,528","12,851",-10.29%
383,SO,MS,TUP,Tupelo,Tupelo Regional,P,N,"11,435","7,539",51.68%
384,SO,FL,SGJ,Saint Augustine,Northeast Florida Regional,P,N,"11,427","28,462",-59.85%
386,AL,AK,VDZ,Valdez,Valdez Pioneer Field,P,N,"11,321","12,631",-10.37%
387,GL,MI,APN,Alpena,Alpena County Regional,P,N,"11,317","10,031",12.82%
388,AL,AK,MRI,Anchorage,Merrill Field,P,N,"11,314","19,144",-40.90%
389,GL,SD,ATY,Watertown,Watertown Regional,P,N,"11,160","2,117",427.16%
390,GL,IL,MWA,Marion,Veterans Airport of Southern Illinois,P,N,"11,029","10,044",9.81%
392,AL,AK,AKW,Klawock,Klawock,P,N,"10,923","10,628",2.78%
393,GL,ND,JMS,Jamestown,Jamestown Regional,P,N,"10,917","11,123",-1.85%
394,AL,AK,YAK,Yakutat,Yakutat,P,N,"10,880","10,756",1.15%
395,NM,WY,SHR,Sheridan,Sheridan County,P,N,"10,876","9,211",18.08%
397,NE,NH,LEB,Lebanon,Lebanon Municipal,P,N,"10,381","10,245",1.33%
398,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,"10,018","12,831",-21.92%
399,AL,AK,GAL,Galena,Edward G Pitka Sr,CS,None,"9,664","10,532",-8.24%
400,CE,KS,HYS,Hays,Hays Regional,CS,None,"9,460","8,265",14.46%
401,SO,FL,VRB,Vero Beach,Vero Beach Regional,CS,None,"9,103","4,581",98.71%
402,CE,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville-St Robert Regional Forney Field,CS,None,"9,078","8,108",11.96%
403,AL,AK,GST,Gustavus,Gustavus,CS,None,"9,061","11,438",-20.78%
404,NE,MA,PVC,Provincetown,Provincetown Municipal,CS,None,"8,900","10,074",-11.65%
405,NM,MT,WYS,West Yellowstone,Yellowstone,CS,None,"8,786","8,525",3.06%
406,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,CS,None,"8,718","10,094",-13.63%
408,NM,MT,SDY,Sidney,Sidney-Richland Regional,CS,None,"8,429","8,065",4.51%
410,GL,IL,DEC,Decatur,Decatur,CS,None,"8,324","8,453",-1.53%
411,WP,CA,MCE,Merced,Merced Regional/Macready Field,CS,None,"8,318","9,426",-11.75%
412,NM,WY,RIW,Riverton,Riverton Regional,CS,None,"8,277","4,228",95.77%
414,AL,AK,ENM,Emmonak,Emmonak,CS,None,"8,004","8,072",-0.84%
417,NM,CO,CEZ,Cortez,Cortez Municipal,CS,None,"7,890","4,564",72.87%
418,AL,AK,HNS,Haines,Haines,CS,None,"7,864","8,936",-12.00%
419,GL,ND,DVL,Devils Lake,Devils Lake Regional,CS,None,"7,767","8,209",-5.38%
420,CE,IA,BRL,Burlington,Southeast Iowa Regional,CS,None,"7,757","7,086",9.47%
421,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,CS,None,"7,709","7,847",-1.76%
422,CE,IA,MCW,Mason City,Mason City Municipal,CS,None,"7,500","7,734",-3.03%
423,AL,AK,SGY,Skagway,Skagway,CS,None,"7,380","8,714",-15.31%
424,AL,AK,CDB,Cold Bay,Cold Bay,CS,None,"7,338","7,403",-0.88%
427,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,"7,140","7,271",-1.80%
428,NE,MA,BED,Bedford,Laurence G Hanscom Field,CS,None,"7,132","15,105",-52.78%
429,NM,WA,ORS,Eastsound,Orcas Island,CS,None,"7,124","7,826",-8.97%
430,AL,AK,HNH,Hoonah,Hoonah,CS,None,"6,820","8,809",-22.58%
431,WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,"6,802","8,667",-21.52%
432,AL,AK,FYU,Fort Yukon,Fort Yukon,CS,None,"6,799","6,552",3.77%
433,NM,UT,VEL,Vernal,Vernal Regional,CS,None,"6,615","4,007",65.09%
434,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,"6,605","5,442",21.37%
435,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,"6,494","3,863",68.11%
437,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,CS,None,"6,489","5,295",22.55%
438,NM,UT,CNY,Moab,Canyonlands Field,CS,None,"6,473","7,837",-17.40%
439,AL,AK,CXF,Coldfoot,Coldfoot,CS,None,"6,345","7,203",-11.91%
440,CE,MO,CGI,Scott City,Cape Girardeau Regional,CS,None,"6,321","5,532",14.26%
441,SO,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,"6,255","5,344",17.05%
442,EA,NJ,MMU,Morristown,Morristown Municipal,CS,None,"6,149","7,239",-15.06%
443,WP,CA,IPL,Imperial,Imperial County,CS,None,"6,136","4,136",48.36%
444,AL,AK,AQH,Quinhagak,Quinhagak,CS,None,"6,101","7,012",-12.99%
445,NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,"5,998","7,022",-14.58%
446,WP,CA,CRQ,Carlsbad,McClellan-Palomar,CS,None,"5,914",180,3185.56%
447,WP,AZ,PRC,Prescott,Ernest A Love Field,CS,None,"5,872","3,451",70.15%
448,GL,MN,TVF,Thief River Falls,Thief River Falls Regional,CS,None,"5,735","3,524",62.74%
449,NM,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,"5,701","2,582",120.80%
450,EA,WV,MGW,Morgantown,Morgantown Municipal-Walter L Bill Hart Field,CS,None,"5,697","7,851",-27.44%
451,SW,NM,SVC,Silver City,Grant County,CS,None,"5,683","5,442",4.43%
453,SO,MS,GLH,Greenville,Greenville Mid-Delta,CS,None,"5,646","4,986",13.24%
454,WP,HI,LUP,Kalaupapa,Kalaupapa,CS,None,"5,598","6,119",-8.51%
455,CE,NE,CDR,Chadron,Chadron Municipal,CS,None,"5,532","4,474",23.65%
456,NM,OR,LMT,Klamath Falls,Crater Lake-Klamath Regional,CS,None,"5,529","2,827",95.58%
457,AL,AK,ILI,Iliamna,Iliamna,CS,None,"5,527","5,835",-5.28%
458,EA,WV,LWB,Lewisburg,Greenbrier Valley,CS,None,"5,495","4,965",10.67%
459,NE,ME,AUG,Augusta,Augusta State,CS,None,"5,435","5,128",5.99%
460,GL,MI,IWD,Ironwood,Gogebic-Iron County,CS,None,"5,348","5,069",5.50%
461,AL,AK,WLK,Selawik,Selawik,CS,None,"5,260","5,011",4.97%
462,AL,AK,VAK,Chevak,Chevak,CS,None,"5,243","5,654",-7.27%
463,AL,AK,IIK,Kipnuk,Kipnuk,CS,None,"5,176","5,747",-9.94%
464,CE,MO,IRK,Kirksville,Kirksville Regional,CS,None,"5,150","4,733",8.81%
465,SW,NM,CVN,Clovis,Clovis Municipal,CS,None,"5,053","4,854",4.10%
466,NE,VT,RUT,Rutland,Rutland - Southern Vermont Regional,CS,None,"5,024","5,146",-2.37%
467,AL,AK,HPB,Hooper Bay,Hooper Bay,CS,None,"5,022","5,635",-10.88%
468,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,"4,977","4,732",5.18%
469,AL,AK,PHO,Point Hope,Point Hope,CS,None,"4,964","5,338",-7.01%
471,WP,AZ,SOW,Show Low,Show Low Regional,CS,None,"4,917","4,139",18.80%
472,CE,KS,FOE,Topeka,Topeka Regional,CS,None,"4,899","6,051",-19.04%
474,EA,NY,MSS,Massena,Massena International-Richards Field,CS,None,"4,852","5,311",-8.64%
475,SW,AR,JBR,Jonesboro,Jonesboro Municipal,CS,None,"4,781","4,593",4.09%
476,AL,AK,OOK,Wade Hampton (Census Area),Toksook Bay,CS,None,"4,777","5,316",-10.14%
477,AL,AK,WTK,Noatak,Noatak,CS,None,"4,716","4,681",0.75%
478,CE,NE,EAR,Kearney,Kearney Regional,CS,None,"4,602","4,180",10.10%
479,EA,PA,LNS,Lititz,Lancaster,CS,None,"4,564","4,230",7.90%
480,AL,AK,BVK,Buckland,Buckland,CS,None,"4,456","4,198",6.15%
481,AL,AK,D76,Noorvik,Robert /Bob/ Curtis Memorial,CS,None,"4,444","4,004",10.99%
482,WP,HI,MUE,Kamuela,Waimea-Kohala,CS,None,"4,407","4,445",-0.85%
483,SW,AR,HRO,Harrison,Boone County,CS,None,"4,371","1,178",271.05%
485,AL,AK,SOV,Seldovia,Seldovia,CS,None,"4,206","4,133",1.77%
486,AL,AK,SVA,Savoonga,Savoonga,CS,None,"4,188","4,197",-0.21%
487,EA,WV,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,None,"4,155","4,170",-0.36%
489,AL,AK,SCM,Scammon Bay,Scammon Bay,CS,None,"4,093","4,513",-9.31%
490,AL,AK,CFK,Chefornak,Chefornak,CS,None,"4,027","4,456",-9.63%
491,SO,TN,MKL,Jackson,McKellar-Sipes Regional,CS,None,"4,007","3,661",9.45%
492,AL,AK,SDP,Sand Point,Sand Point,CS,None,"3,996","4,146",-3.62%
493,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,CS,None,"3,972","3,057",29.93%
494,CE,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,CS,None,"3,911","4,075",-4.02%
496,EA,PA,BFD,Bradford,Bradford Regional,CS,None,"3,897","2,623",48.57%
497,EA,PA,DUJ,Brookville,Dubois Regional,CS,None,"3,888","2,934",32.52%
499,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,None,"3,856","3,522",9.48%
500,NM,CO,PUB,Pueblo,Pueblo Memorial,CS,None,"3,833","2,377",61.25%
501,EA,PA,AOO,Altoona,Altoona-Blair County,CS,None,"3,806","1,865",104.08%
502,NM,MT,OLF,Wolf Point,L M Clayton,CS,None,"3,804","3,439",10.61%
504,AL,AK,AWI,Barrow (County),Wainwright,CS,None,"3,756","3,932",-4.48%
505,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B Heilig Field,CS,None,"3,709","4,262",-12.98%
507,AL,AK,A61,Tuntutuliak,Tuntutuliak,CS,None,"3,614","3,875",-6.74%
508,AL,AK,2A9,Kotlik,Kotlik,CS,None,"3,612","3,531",2.29%
509,EA,PA,JST,Johnstown,John Murtha Johnstown-Cambria County,CS,None,"3,594","4,193",-14.29%
510,AL,AK,DUY,Kongiganak,Kongiganak,CS,None,"3,589","3,978",-9.78%
511,NM,MT,GGW,Glasgow,Wokal Field/Glasgow International,CS,None,"3,517","3,251",8.18%
514,AL,AK,GAM,Gambell,Gambell,CS,None,"3,493","3,860",-9.51%
515,AL,AK,IAN,Kiana,Bob Baker Memorial,CS,None,"3,485","3,127",11.45%
516,AL,AK,KVL,Kivalina,Kivalina,CS,None,"3,454","3,421",0.96%
518,AL,AK,SHH,Shishmaref,Shishmaref,CS,None,"3,360","3,445",-2.47%
519,AL,AK,0AK,Pilot Station,Pilot Station,CS,None,"3,353","4,127",-18.75%
520,AL,AK,GGV,Kwigillingok,Kwigillingok,CS,None,"3,341","3,870",-13.67%
521,AL,AK,MOU,Mountain Village,Mountain Village,CS,None,"3,263","4,159",-21.54%
523,AL,AK,BTI,Kaktovik,Barter Island,CS,None,"3,212","3,136",2.42%
524,SO,GA,PDK,Atlanta,Dekalb-Peachtree,CS,None,"3,210",472,580.08%
526,AL,AK,16A,Nunapitchuk,Nunapitchuk,CS,None,"3,096","3,628",-14.66%
527,AL,AK,KAE,Kake,Kake,CS,None,"3,087","3,227",-4.34%
528,AL,AK,Z09,Kasigluk,Kasigluk,CS,None,"3,049","4,190",-27.23%
531,WP,HI,HNM,Hana,Hana,CS,None,"2,967","2,211",34.19%
532,AL,AK,KWT,Kwethluk,Kwethluk,CS,None,"2,948","3,706",-20.45%
534,AL,AK,KLG,Kalskag,Kalskag,CS,None,"2,915","3,142",-7.22%
535,AL,AK,HLA,Huslia,Huslia,CS,None,"2,897","2,728",6.20%
536,AL,AK,EEK,Eek,Eek,CS,None,"2,839","3,406",-16.65%
537,AL,AK,2C7,Shaktoolik,Shaktoolik,CS,None,"2,779","2,299",20.88%
538,SW,NM,FMN,Farmington,Four Corners Regional,CS,None,"2,739","1,359",101.55%
539,AL,AK,AUK,Alakanuk,Alakanuk,CS,None,"2,733","2,854",-4.24%
540,NM,MT,HVR,Havre,Havre City-County,CS,None,"2,716","2,323",16.92%
541,CE,NE,MCK,McCook,McCook Ben Nelson Regional,CS,None,"2,710","1,619",67.39%
542,AL,AK,WBB,Stebbins,Stebbins,CS,None,"2,687","2,571",4.51%
543,SW,AR,HOT,Hot Springs,Memorial Field,CS,None,"2,654","1,603",65.56%
544,AL,AK,2A3,Larsen Bay,Larsen Bay,CS,None,"2,651","2,649",0.08%
545,AL,AK,SMK,St. Michael (ANV/ANVSA),St Michael,CS,None,"2,641","2,464",7.18%
546,AL,AK,TAL,Tanana,Ralph M Calhoun Memorial,CS,None,"2,633","2,952",-10.81%
547,AL,AK,EWU,Newtok,Newtok,CS,None,"2,602","2,936",-11.38%
548,AL,AK,SNP,Saint Paul Island,St Paul Island,CS,None,"2,595","2,838",-8.56%
549,AL,AK,6R7,Old Harbor,Old Harbor,CS,None,"2,586","1,285",101.25%
551,AL,AK,MCG,McGrath,McGrath,CS,None,"2,562","3,236",-20.83%
552,AL,AK,Z13,Akiachak,Akiachak,CS,None,"2,556","3,045",-16.06%
553,AL,AK,MDM,Marshall,Marshall Don Hunter Sr,CS,None,"2,505","3,194",-21.57%
